ticker,company,sector,cik,in_sp500,in_nasdaq,in_fortune500,quarters
LZMH,LZ Technology Holdings Limited,,0001967397,False,True,False,2
MBVI,M3-Brigade Acquisition VI Corp.,,0002073928,False,True,False,2
MMTX,Miluna Acquisition Corp,,0002077033,False,True,False,2
MOBI,"Mobia Medical, Inc.",,0001489993,False,True,False,2
MUZE,Muzero Acquisition Corp,,0002093484,False,True,False,2
MWH,"SOLV Energy, Inc.",,0002065636,False,True,False,2
OCTV,Octave Intelligence plc,,0002083632,False,True,False,2
ODTX,"Odyssey Therapeutics, Inc.",,0001882782,False,True,False,2
OIM,OneIM Acquisition Corp.,,0002088325,False,True,False,2
ORKT,Orangekloud Technology Inc.,,0001979407,False,True,False,2
OTGA,OTG Acquisition Corp. I,,0002077010,False,True,False,2
PARK,"Park Dental Partners, Inc.",,0002069604,False,True,False,2
PC,Premium Catering (Holdings) Limited,,0001998056,False,True,False,2
PLUT,Plutus Financial Group Limited,,0001933021,False,True,False,2
PTOR,Praetorian Acquisition Corp.,,0002093912,False,True,False,2
RITR,Reitar Logtech Holdings Limited,,0001951229,False,True,False,2
RNA,"Atrium Therapeutics, Inc.",,0002093101,False,True,False,2
RNGT,Range Capital Acquisition Corp II,,0002078653,False,True,False,2
SFHG,Samfine Creation Holdings Group Limited,,0001926792,False,True,False,2
SORN,Soren Acquisition Corp.,,0002086263,False,True,False,2
SPHL,Springview Holdings Ltd,,0002002236,False,True,False,2
SPPL,SIMPPLE LTD.,,0001948697,False,True,False,2
SWMR,"Swarmer, Inc",,0002092574,False,True,False,2
TDWD,Tailwind 2.0 Acquisition Corp.,,0002076616,False,True,False,2
TJGC,TJGC Group Limited,,0001969928,False,True,False,2
TLNC,Talon Capital Corp.,,0002073340,False,True,False,2
TRAX,"First Tracks Biotherapeutics, Inc.",,0002091349,False,True,False,2
TWLV,Twelve Seas Investment Company III,,0002052243,False,True,False,2
VFS,VinFast Auto Ltd.,,0001913510,False,True,False,2
WSHP,WeShop Holdings Limited,,0002048271,False,True,False,2
XE,"X-Energy, Inc.",,0002088896,False,True,False,2
XSLL,Xsolla SPAC 1,,0002088807,False,True,False,2
YSWY,"Yesway, Inc.",,0001859836,False,True,False,2
YXT,YXT.COM GROUP HOLDING LIMITED,,0001872090,False,True,False,2
ZENA,"ZenaTech, Inc.",,0001997403,False,True,False,2
ZYBT,Zhengye Biotechnology Holding Limited,,0001975641,False,True,False,2
ACCL,Acco Group Holdings Limited,,0002038378,False,True,False,3
AGCC,Agencia Comercial Spirits Ltd,,0002060016,False,True,False,3
AHMA,Ambitions Enterprise Management Co. L.L.C,,0002010959,False,True,False,3
AIDX,"20/20 Biolabs, Inc.",,0001139685,False,True,False,3
AIIO,Robo.ai Inc.,,0001932737,False,True,False,3
ANPA,Rich Sparkle Holdings Limited,,0002031688,False,True,False,3
ANTA,Antalpha Platform Holding Company,,0002044255,False,True,False,3
ATAI,AtaiBeckley Inc.,,0002081043,False,True,False,3
ATGL,Alpha Technology Group Limited,,0001967621,False,True,False,3
AXIN,Axiom Intelligence Acquisition Corp 1,,0002057030,False,True,False,3
BACC,Blue Acquisition Corp.,,0002059654,False,True,False,3
BCAR,D. Boral ARC Acquisition I Corp.,,0002065779,False,True,False,3
BGIN,Bgin Blockchain Limited,,0001945565,False,True,False,3
BHST,BioHarvest Sciences Inc.,,0001723464,False,True,False,3
BPAC,Blueport Acquisition Ltd,,0002064177,False,True,False,3
BUUU,BUUU Group Limited,,0002047273,False,True,False,3
CAAS,"China Automotive Systems, Inc.",,0002037400,False,True,False,3
CBC,"Central Bancompany, Inc.",,0002065601,False,True,False,3
CCEC,Capital Clean Energy Carriers Corp.,,0001392326,False,True,False,3
CCHH,CCH Holdings Ltd,,0002074123,False,True,False,3
CEPS,"Cantor Equity Partners VI, Inc.",,0002089536,False,True,False,3
CHAI,"Core AI Holdings, Inc.",,0001649009,False,True,False,3
CISS,C3is Inc.,,0001951067,False,True,False,3
CTW,CTW,,0002047148,False,True,False,3
DGXX,Digi Power X Inc.,,0001854368,False,True,False,3
DKI,DarkIris Inc.,,0002058584,False,True,False,3
EDRY,EuroDry Ltd.,,0001731388,False,True,False,3
EFTY,"Etoiles Capital Group Co., Ltd.",,0002058349,False,True,False,3
ELOG,Eastern International Ltd.,,0002013320,False,True,False,3
EMIS,Emmis Acquisition Corp.,,0002075816,False,True,False,3
EPRX,Eupraxia Pharmaceuticals Inc.,,0001581178,False,True,False,3
FBGL,FBS Global Limited,,0001938534,False,True,False,3
FEBO,Fenbo Holdings Limited,,0001957001,False,True,False,3
FGII,FG Imperii Acquisition Corp.,,0002090452,False,True,False,3
FIGX,FIGX Capital Acquisition Corp.,,0002059033,False,True,False,3
FIGXW,FIGX Capital Acquisition Corp.,,0002059033,False,True,False,3
GAUZ,Gauzy Ltd.,,0001781446,False,True,False,3
GFUZ,General Fusion Group Ltd.,,0002074850,False,True,False,3
GMHS,Gamehaus Holdings Inc.,,0002000530,False,True,False,3
HCHL,Happy City Holdings Limited,,0002046656,False,True,False,3
INTJ,Intelligent Group Limited,,0001916416,False,True,False,3
KAZR,Skyline Builders Group Holding Limited,,0002031009,False,True,False,3
KBSX,FST Corp.,,0002014254,False,True,False,3
KMRK,K-Tech Solutions Company Limited,,0002049187,False,True,False,3
LGCL,Lucas GC Limited,,0001954694,False,True,False,3
LHSW,Lianhe Sowell International Group Ltd,,0002004024,False,True,False,3
LIFE,Ethos Technologies Inc.,,0001788451,False,True,False,3
LWAC,LightWave Acquisition Corp.,,0002061379,False,True,False,3
MAMK,MaxsMaking Inc.,,0002008007,False,True,False,3
MASK,3 E Network Technology Group Ltd,,0001993097,False,True,False,3
MCGA,Yorkville Acquisition Corp.,,0002064658,False,True,False,3
MCTA,Charming Medical Limited,,0002035992,False,True,False,3
MENS,Jyong Biotech Ltd.,,0001954488,False,True,False,3
MFI,mF International Limited,,0001940941,False,True,False,3
MGRT,Mega Fortune Company Limited,,0002033377,False,True,False,3
MIMI,Mint Incorporation Limited,,0001998560,False,True,False,3
MKLY,McKinley Acquisition Corporation,,0002067592,False,True,False,3
NCI,Neo-Concept International Group Holdings Limited,,0001916331,False,True,False,3
NCT,Intercont (Cayman) Limited,,0002018529,False,True,False,3
NIKI,"Niki BioSolutions, Inc.",,0001734005,False,True,False,3
NPT,Texxon Holding Limited,,0002014337,False,True,False,3
OBAI,"Our Bond, Inc.",,0001756064,False,True,False,3
ONCY,Oncolytics Biotech Inc.,,0001129928,False,True,False,3
PHOE,Phoenix Asia Holdings Limited,,0002035709,False,True,False,3
PLBL,Polibeli Group Ltd,,0002035697,False,True,False,3
PLTS,Platinum Analytics Cayman Limited,,0002053033,False,True,False,3
PLYX,"Polaryx Therapeutics, Inc.",,0002075320,False,True,False,3
PMEC,Primech Holdings Ltd.,,0001891944,False,True,False,3
PMTR,Perimeter Acquisition Corp. I,,0002061473,False,True,False,3
PN,PN Smart Energy Limited,,0002001288,False,True,False,3
PPHC,"Public Policy Holding Company, Inc.",,0001903508,False,True,False,3
PRFX,PRF Technologies Ltd.,,0001801834,False,True,False,3
PURR,Hyperliquid Strategies Inc,,0002078856,False,True,False,3
QMMM,QMMM Holdings Limited,,0001971542,False,True,False,3
QTEX,QTREX Quantum Ltd.,,0001837493,False,True,False,3
RAY,Raytech Holding Limited,,0001948443,False,True,False,3
RBNE,Robin Energy Ltd.,,0002039060,False,True,False,3
RCT,RedCloud Holdings plc,,0002027360,False,True,False,3
RDAG,Republic Digital Acquisition Company,,0002055459,False,True,False,3
RECT,Rectitude Holdings Ltd,,0001995116,False,True,False,3
RFAM,RF Acquisition Corp III,,0002091712,False,True,False,3
ROC,Rank One Computing Corporation,,0002077709,False,True,False,3
ROMA,Roma Green Finance Limited,,0001945240,False,True,False,3
RUBI,Rubico Inc.,,0001943421,False,True,False,3
RYET,Ruanyun Edai Technology Inc.,,0001873454,False,True,False,3
RYOJ,"rYojbaba Co., Ltd.",,0002012600,False,True,False,3
RZLV,Rezolve AI PLC,,0001920294,False,True,False,3
SAAQ,Space Asset Acquisition Corp.,,0002091222,False,True,False,3
SGP,"SpyGlass Pharma, Inc.",,0001778922,False,True,False,3
SHAZ,"SharonAI Holdings, Inc.",,0002068385,False,True,False,3
SOCA,Solarius Capital Acquisition Corp.,,0002065948,False,True,False,3
STAK,STAK Inc.,,0002002453,False,True,False,3
SUGP,SU Group Holdings Limited,,0001969863,False,True,False,3
SVRN,OceanPal Inc.,,0001869467,False,True,False,3
TLIH,Ten-League International Holdings Limited,,0001982012,False,True,False,3
TOYO,"TOYO Co., Ltd",,0001985273,False,True,False,3
USEA,United Maritime Corporation,,0001912847,False,True,False,3
WENN,Wen Acquisition Corp,,0002057043,False,True,False,3
WETO,Wetour Robotics Limited,,0001941158,False,True,False,3
WSE,Wise Group plc,,0002099039,False,True,False,3
WSTN,Westin Acquisition Corp,,0002076192,False,True,False,3
YDDL,One and One Green Technologies. INC,,0002034723,False,True,False,3
YDES,YD Bio Limited,,0002011674,False,True,False,3
ZBAO,Zhibao Technology Inc.,,0001966750,False,True,False,3
ZOOZ,ZOOZ Strategy Ltd.,,0001992818,False,True,False,3
ZTG,Zenta Group Company Limited,,0002011458,False,True,False,3
ALIS,Calisa Acquisition Corp,,0002026767,False,True,False,4
ARXS,"Arxis, Inc.",,0002093536,False,True,False,4
AURE,Aurelion Inc.,,0001765850,False,True,False,4
AZI,Autozi Internet Technology (Global) Ltd.,,0001959726,False,True,False,4
BDMD,Baird Medical Investment Holdings Ltd,,0001982444,False,True,False,4
BIYA,Baiya International Group Inc.,,0001944712,False,True,False,4
BNRG,Brenmiller Energy Ltd,,0001901215,False,True,False,4
BYAH,"Park Ha Biological Technology Co., Ltd.",,0001986247,False,True,False,4
CBK,"Commercial Bancgroup, Inc.",,0001981546,False,True,False,4
CDNL,Cardinal Infrastructure Group Inc.,,0002079999,False,True,False,4
CGTL,Creative Global Technology Holdings Limited,,0001967822,False,True,False,4
DCX,Digital Currency X Technology Inc.,,0001957413,False,True,False,4
DLXY,Delixy Holdings Limited,,0002025218,False,True,False,4
DSY,Big Tree Cloud Holdings Limited,,0001999297,False,True,False,4
DXST,Decent Holding Inc.,,0001958133,False,True,False,4
ECX,ECARX Holdings Inc.,,0001861974,False,True,False,4
EDHL,Everbright Digital Holding Limited,,0002024876,False,True,False,4
EHLD,Euroholdings Ltd.,,0002032779,False,True,False,4
ELPW,Elong Power Holding Limited,,0002015691,False,True,False,4
EPSM,Epsium Enterprise Limited,,0001883437,False,True,False,4
EQPT,EquipmentShare.com Inc,,0001693736,False,True,False,4
GCL,GCL Global Holdings Ltd,,0002002045,False,True,False,4
GMEX,GMEX ROBOTICS CORPORATION,,0001928581,False,True,False,4
GRAN,Grande Group Limited,,0002027722,False,True,False,4
HAO,Haoxi Health Technology Limited,,0001954594,False,True,False,4
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd.",,0001958399,False,True,False,4
HMR,Heidmar Maritime Holdings Corp.,,0002029471,False,True,False,4
HPAI,Helport AI Limited,,0002001699,False,True,False,4
HTLM,HomesToLife Ltd,,0002023153,False,True,False,4
HUHU,HUHUTECH International Group Inc.,,0001945415,False,True,False,4
HXHX,Haoxin Holdings Limited,,0001936817,False,True,False,4
HYNE,"Hoyne Bancorp, Inc.",,0002073153,False,True,False,4
INEO,INNEOVA Holdings Limited,,0001933951,False,True,False,4
INLF,INLIF LIMITED,,0001991592,False,True,False,4
IOTR,iOThree Limited,,0001997637,False,True,False,4
IRHO,Iron Horse Acquisitions II Corp.,,0002051985,False,True,False,4
ITOC,iTonic Holdings Ltd,,0001970544,False,True,False,4
IZM,ICZOOM Group Inc.,,0001854572,False,True,False,4
JBDI,JBDI Holdings Limited,,0001964314,False,True,False,4
JL,J-Long Group Limited,,0001948436,False,True,False,4
JYD,Jayud Global Logistics Limited,,0001938186,False,True,False,4
KEEL,Keel Infrastructure Corp.,,0001812477,False,True,False,4
KNDI,"Kandi Technologies Group, Inc.",,0001720250,False,True,False,4
KOYN,CSLM Digital Asset Acquisition Corp III,,0002068454,False,True,False,4
LAFA,LaFayette Acquisition Corp.,,0002079106,False,True,False,4
LAWR,"Robot Consulting Co., Ltd.",,0002007599,False,True,False,4
LBGJ,Li Bang International Corporation Inc.,,0001896425,False,True,False,4
LLYVA,"Liberty Live Holdings, Inc.",,0002078416,False,True,False,4
LLYVK,"Liberty Live Holdings, Inc.",,0002078416,False,True,False,4
LSE,"Leishen Energy Holding Co., Ltd.",,0001985139,False,True,False,4
MDLN,Medline Inc.,,0002046386,False,True,False,4
MEGL,Magic Empire Global Limited,,0001881472,False,True,False,4
MF,MindForge Inc.,,0001888525,False,True,False,4
MKDW,MKDWELL Tech Inc.,,0001991332,False,True,False,4
MLCI,Mount Logan Capital Inc.,,0002051820,False,True,False,4
MNDR,Mobile-health Network Solutions,,0001976695,False,True,False,4
MSGY,Masonglory Limited,,0002020228,False,True,False,4
MTEN,Mingteng International Corporation Inc.,,0001948099,False,True,False,4
NCEW,New Century Logistics (BVI) Limited,,0001968043,False,True,False,4
NNNN,Anbio Biotechnology,,0001982708,False,True,False,4
NRSN,NeuroSense Therapeutics Ltd.,,0001875091,False,True,False,4
NTCL,NETCLASS TECHNOLOGY INC,,0001927578,False,True,False,4
NUCL,Eagle Nuclear Energy Corp.,,0002089283,False,True,False,4
OFAL,OFA Group,,0002036307,False,True,False,4
OMH,Ohmyhome Limited,,0001944902,False,True,False,4
ONEG,OneConstruction Group Limited,,0002030834,False,True,False,4
PFAI,Pinnacle Food Group Limited,,0002032755,False,True,False,4
PLRZ,Polyrizon Ltd.,,0001893645,False,True,False,4
PMA,Ming Shing Group Holdings Limited,,0001956166,False,True,False,4
PSIG,PS International Group Ltd.,,0001997201,False,True,False,4
PTLE,PTL LTD,,0002016337,False,True,False,4
QUCY,Quantum Cyber N.V.,,0001874252,False,True,False,4
SKK,SKK Holdings Limited,,0001991261,False,True,False,4
SORA,AsiaStrategy,,0002033515,False,True,False,4
SPTX,"Seaport Therapeutics, Inc.",,0002042347,False,True,False,4
SUPX,SuperX AI Technology Limited,,0001897087,False,True,False,4
TDTH,Trident Digital Tech Holdings Ltd,,0001983550,False,True,False,4
TTRX,Turn Therapeutics Inc.,,0002023016,False,True,False,4
UCAR,U Power Limited,,0001939780,False,True,False,4
UFG,Uni-Fuels Holdings Limited,,0002021688,False,True,False,4
VNME,Vendome Acquisition Corporation I,,0002055879,False,True,False,4
VSNT,"Versant Media Group, Inc.",,0002067876,False,True,False,4
WCT,Wellchange Holdings Company Limited,,0001990251,False,True,False,4
WFF,WF Holding Limited,,0001980210,False,True,False,4
WOK,WORK Medical Technology Group LTD,,0001929783,False,True,False,4
WTF,Waton Financial Limited,,0001987363,False,True,False,4
WXM,WF International Limited,,0001979610,False,True,False,4
XCH,XCHG Limited,,0001979887,False,True,False,4
YAAS,Youxin Technology Ltd,,0001964946,False,True,False,4
YSXT,"YSX Tech. Co., Ltd",,0001993463,False,True,False,4
ZDAI,"DirectBooking Technology Co., Ltd.",,0001966678,False,True,False,4
ZJK,"ZJK Industrial Co., Ltd.",,0001941506,False,True,False,4
ZNB,Zeta Network Group,,0001747661,False,True,False,4
AACB,Artius II Acquisition Inc.,,0002034334,False,True,False,5
ABLV,Able View Global Inc.,,0001957489,False,True,False,5
AGMH,AGM Group Holdings Inc.,,0001705402,False,True,False,5
AXG,Solowin Holdings,,0001959224,False,True,False,5
BANL,CBL International Limited,,0001914805,False,True,False,5
BLLN,"BillionToOne, Inc.",,0002070849,False,True,False,5
BLUW,Blue Water Acquisition Corp. III,,0002050501,False,True,False,5
BLUWU,Blue Water Acquisition Corp. III,,0002050501,False,True,False,5
BLUWW,Blue Water Acquisition Corp. III,,0002050501,False,True,False,5
BSAA,BEST SPAC I Acquisition Corp.,,0002051587,False,True,False,5
BTOG,Bit Origin Limited,,0001735556,False,True,False,5
BVC,BitVentures Limited,,0001785680,False,True,False,5
BZ,KANZHUN LIMITED,,0001842827,False,True,False,5
CABR,"Caring Brands, Inc.",,0002020737,False,True,False,5
CCG,Cheche Group Inc.,,0001965473,False,True,False,5
CCII,Cohen Circle Acquisition Corp. II,,0002064683,False,True,False,5
CCTG,CCSC Technology International Holdings Limited,,0001931717,False,True,False,5
CDTG,CDT Environmental Technology Investment Holdings Limited,,0001793895,False,True,False,5
CLPS,CLPS Incorporation,,0001724542,False,True,False,5
CPOP,"Pop Culture Group Co., Ltd",,0001807389,False,True,False,5
CRAQ,Cal Redwood Acquisition Corp.,,0002058359,False,True,False,5
DMII,Drugs Made In America Acquisition II Corp.,,0002040475,False,True,False,5
DOGZ,Dogness (International) Corporation,,0001707303,False,True,False,5
DRDB,Roman DBDR Acquisition Corp. II,,0002032528,False,True,False,5
EDTK,Skillful Craftsman Education Technology Limited,,0001782309,False,True,False,5
EGHA,EGH Acquisition Corp.,,0002052547,False,True,False,5
EHGO,Eshallgo Inc.,,0001879754,False,True,False,5
EJH,E-Home Household Service Holdings Limited,,0001769768,False,True,False,5
EZGO,EZGO Technologies Ltd.,,0001806904,False,True,False,5
FAC,Factorial Energy Inc.,,0002049662,False,True,False,5
FERA,Fifth Era Acquisition Corp I,,0002025401,False,True,False,5
FIGR,"Figure Technology Solutions, Inc.",,0002064124,False,True,False,5
FRMI,Fermi Inc.,,0002071778,False,True,False,5
FUFU,BitFuFu Inc.,,0001921158,False,True,False,5
FXHO,UTime Limited,,0001789299,False,True,False,5
GDHG,Golden Heaven Group Holdings Ltd.,,0001928340,False,True,False,5
GEMI,"Gemini Space Station, Inc.",,0002055592,False,True,False,5
GMM,Global Mofy AI Limited,,0001913749,False,True,False,5
GSIW,Garden Stage Limited,,0001954269,False,True,False,5
GTERA,Globa Terra Acquisition Corporation,,0002043766,False,True,False,5
GVH,Globavend Holdings Limited,,0001978527,False,True,False,5
IGIC,International General Insurance Holdings Ltd.,,0001794338,False,True,False,5
KCHV,Kochav Defense Acquisition Corp.,,0002053799,False,True,False,5
KXIN,Kaixin Holdings,,0001713539,False,True,False,5
LCCC,Lakeshore Acquisition III Corp.,,0002049248,False,True,False,5
LOBO,LOBO TECHNOLOGIES LTD.,,0001932072,False,True,False,5
MAAS,Maase Inc.,,0001750264,False,True,False,5
MGIH,Millennium Group International Holdings Limited,,0001903995,False,True,False,5
NHIC,NewHold Investment Corp III,,0002043699,False,True,False,5
NIVF,NewGenIvf Group Limited,,0001981662,False,True,False,5
NMP,NMP Acquisition Corp.,,0002054876,False,True,False,5
NNOX,NANO-X IMAGING LTD,,0001795251,False,True,False,5
NPAC,New Providence Acquisition Corp. III,,0002048948,False,True,False,5
OBA,Oxley Bridge Acquisition Limited,,0002034313,False,True,False,5
ODD,ODDITY Tech Ltd.,,0001907085,False,True,False,5
ONCH,1RT Acquisition Corp.,,0002054272,False,True,False,5
PAVS,Paranovus Entertainment Technology Ltd.,,0001751876,False,True,False,5
PCAP,ProCap Acquisition Corp,,0002056634,False,True,False,5
PRZO,ParaZero Technologies Ltd.,,0001916241,False,True,False,5
QUMS,Quantumsphere Acquisition Corp.,,0002070900,False,True,False,5
RANG,Range Capital Acquisition Corp.,,0002035644,False,True,False,5
RCON,"Recon Technology, Ltd.",,0001442620,False,True,False,5
RGC,Regencell Bioscience Holdings Limited,,0001829667,False,True,False,5
RIBB,Ribbon Acquisition Corp,,0002035016,False,True,False,5
RTAC,Renatus Tactical Acquisition Corp I,,0002035173,False,True,False,5
RVSN,Rail Vision Ltd.,,0001743905,False,True,False,5
SNT,Senstar Technologies Corporation,,0001993727,False,True,False,5
SSEA,Starry Sea Acquisition Corp,,0002059165,False,True,False,5
TACO,Berto Acquisition Corp.,,0002033122,False,True,False,5
TMS,Teamshares Inc.,,0002048951,False,True,False,5
TORO,Toro Corp.,,0001941131,False,True,False,5
TRSG,Tungray Technologies Inc,,0001943444,False,True,False,5
TVA,Texas Ventures Acquisition III Corp,,0002033991,False,True,False,5
TWG,Top Wealth Group Holding Limited,,0001978057,False,True,False,5
UZX,Linkage Global Inc,,0001969401,False,True,False,5
VSME,VS Media Holdings Limited,,0001951294,False,True,False,5
WBUY,WEBUY GLOBAL LTD.,,0001946703,False,True,False,5
WLTH,Wealthfront Corporation,,0001524566,False,True,False,5
YIBO,Planet Image International Limited,,0001868395,False,True,False,5
ZJYL,JIN MEDICAL INTERNATIONAL LTD.,,0001837821,False,True,False,5
ADAG,Adagene Inc.,,0001818838,False,True,False,6
AFRI,Forafric Global PLC,,0001903870,False,True,False,6
AIFU,AIFU Inc.,,0001413855,False,True,False,6
AIOS,AIOS Tech Inc.,,0001603993,False,True,False,6
APAC,StoneBridge Acquisition II Corporation,,0002043630,False,True,False,6
API,"Agora, Inc.",,0001802883,False,True,False,6
ASML,ASML Holding N.V.,,0000937966,False,True,False,6
ATII,Archimedes Tech SPAC Partners II Co.,,0002028516,False,True,False,6
AUDC,AudioCodes Ltd.,,0001086434,False,True,False,6
BAOS,Baosheng Media Group Holdings Limited,,0001811216,False,True,False,6
BDCI,BTC Development Corp.,,0002042292,False,True,False,6
BGM,BGM Group Ltd.,,0001779578,False,True,False,6
BMR,Beamr Imaging Ltd.,,0001899005,False,True,False,6
BON,Bon Natural Life Limited,,0001816815,False,True,False,6
BOSC,B.O.S. Better Online Solutions,,0001005516,False,True,False,6
BRCB,"Black Rock Coffee Bar, Inc.",,0002068577,False,True,False,6
BULL,Webull Corporation,,0001866364,False,True,False,6
CAPN,Cayson Acquisition Corp,,0002024203,False,True,False,6
CAST,"FreeCast, Inc.",,0001633369,False,True,False,6
CCAQ,Collective Acquisition Corp.,,0002041047,False,True,False,6
CEPF,"Cantor Equity Partners IV, Inc.",,0002034267,False,True,False,6
CGEN,Compugen Ltd.,,0001119774,False,True,False,6
CGNT,Cognyte Software Ltd.,,0001824814,False,True,False,6
CHEC,Chenghe Acquisition III Co.,,0002047177,False,True,False,6
CHKP,Check Point Software Technologies Ltd.,,0001015922,False,True,False,6
CHR,"Cheer Holding, Inc.",,0001738758,False,True,False,6
CHSN,Chanson International Holding,,0001825349,False,True,False,6
CIGI,Colliers International Group Inc.,,0000913353,False,True,False,6
CLBT,Cellebrite DI Ltd.,,0001854587,False,True,False,6
CLGN,CollPlant Biotechnologies Ltd.,,0001631487,False,True,False,6
CLWT,Euro Tech Holdings Company Limited,,0001026662,False,True,False,6
CNEY,CN Energy Group Inc.,,0001780785,False,True,False,6
CRNT,Ceragon Networks Ltd.,,0001119769,False,True,False,6
CSIQ,Canadian Solar Inc.,,0001375877,False,True,False,6
CSTE,Caesarstone Ltd.,,0001504379,False,True,False,6
CTRM,Castor Maritime Inc.,,0001720161,False,True,False,6
DAAQ,Digital Asset Acquisition Corp.,,0002052162,False,True,False,6
DMAA,Drugs Made In America Acquisition Corp.,,0002028614,False,True,False,6
DPU,Top KingWin Ltd,,0001938865,False,True,False,6
DRTS,Alpha Tau Medical Ltd.,,0001871321,False,True,False,6
DSGX,The Descartes Systems Group Inc.,,0001050140,False,True,False,6
DSWL,"Deswell Industries, Inc.",,0000946936,False,True,False,6
DUO,Fangdd Network Group Ltd.,,0001750593,False,True,False,6
DYNC,Dynamix Corporation,,0002028699,False,True,False,6
EBON,Ebang International Holdings Inc.,,0001799290,False,True,False,6
EEIQ,EpicQuest Education Group International Limited,,0001781397,False,True,False,6
EH,EHang Holdings Limited,,0001759783,False,True,False,6
ELTK,Eltek Ltd.,,0001024672,False,True,False,6
EPOW,E-Power Inc.,,0001780731,False,True,False,6
ESEA,Euroseas Ltd.,,0001341170,False,True,False,6
ESLT,Elbit Systems Ltd.,,0001027664,False,True,False,6
FACT,FACT II Acquisition Corp.,,0002028935,False,True,False,6
FAMI,"Farmmi, Inc.",,0001701261,False,True,False,6
FSV,FirstService Corporation,,0001637810,False,True,False,6
GASS,"StealthGas, Inc.",,0001328919,False,True,False,6
GIGM,GigaMedia Limited,,0001105101,False,True,False,6
GILT,Gilat Satellite Networks Ltd.,,0000897322,False,True,False,6
GLBE,Global-E Online Ltd.,,0001835963,False,True,False,6
GLNG,Golar LNG Limited,,0001207179,False,True,False,6
GSHR,Gesher Acquisition Corp. II,,0002044635,False,True,False,6
GSUN,Golden Sun Technology Group Limited,,0001826376,False,True,False,6
HAVA,Harvard Ave Acquisition Corporation,,0002042460,False,True,False,6
HAVAR,Harvard Ave Acquisition Corporation,,0002042460,False,True,False,6
HDRN,"Hadron Energy, Inc.",,0002023730,False,True,False,6
HIHO,Highway Holdings Limited,,0001026785,False,True,False,6
HKIT,Hitek Global Inc.,,0001742341,False,True,False,6
HLP,Hongli Group Inc.,,0001855557,False,True,False,6
HTCO,High-Trend International Group,,0001928948,False,True,False,6
HUDI,"Huadi International Group Co., Ltd.",,0001791725,False,True,False,6
HVII,Hennessy Capital Investment Corp. VII,,0001846416,False,True,False,6
ICCM,IceCure Medical Ltd.,,0001584371,False,True,False,6
IFBD,"Infobird Co., Ltd",,0001815566,False,True,False,6
ILAG,Intelligent Living Application Group Inc.,,0001814963,False,True,False,6
IMPP,Imperial Petroleum Inc.,,0001876581,False,True,False,6
IMPPP,Imperial Petroleum Inc.,,0001876581,False,True,False,6
INAC,Indigo Acquisition Corp.,,0002063816,False,True,False,6
INMD,InMode Ltd.,,0001742692,False,True,False,6
INVZ,Innoviz Technologies Ltd.,,0001835654,False,True,False,6
IPCX,Inflection Point Acquisition Corp. III,,0002012318,False,True,False,6
IPEX,Inflection Point Acquisition Corp.,,0002028355,False,True,False,6
ITRN,Ituran Location and Control Ltd.,,0001337117,False,True,False,6
JCSE,JE Cleantech Holdings Limited,,0001905511,False,True,False,6
JWEL,Jowell Global Ltd.,,0001805594,False,True,False,6
KFII,K&F Growth Acquisition Corp. II,,0002029976,False,True,False,6
KRNT,Kornit Digital Ltd.,,0001625791,False,True,False,6
LAES,SEALSQ Corp,,0001951222,False,True,False,6
LICN,Lichen International Limited,,0001876766,False,True,False,6
LPBB,Launch Two Acquisition Corp.,,0002023676,False,True,False,6
MNDO,MIND C.T.I. Ltd.,,0001119083,False,True,False,6
MNDY,monday.com Ltd.,,0001845338,False,True,False,6
MRLN,"Merlin, Inc.",,0002028707,False,True,False,6
MTC,"MMTec, Inc.",,0001742518,False,True,False,6
MTEK,Maris-Tech Ltd.,,0001872964,False,True,False,6
NBIS,Nebius Group N.V.,,0001513845,False,True,False,6
NCEL,NewcelX Ltd.,,0001783036,False,True,False,6
NCTY,The9 Limited,,0001296774,False,True,False,6
NEGG,"Newegg Commerce, Inc.",,0001474627,False,True,False,6
NEXR,Nexera Technologies Ltd,,0001885408,False,True,False,6
NTWO,Newbury Street II Acquisition Corp,,0002028027,False,True,False,6
NUTR,Nusatrip Incorporated,,0002006468,False,True,False,6
NVMI,Nova Ltd.,,0001109345,False,True,False,6
OACC,Oaktree Acquisition Corp. III Life Sciences,,0002029769,False,True,False,6
OCG,Oriental Culture Holding LTD,,0001776067,False,True,False,6
ORIQ,Origin Investment Corp I,,0002044523,False,True,False,6
ORIQW,Origin Investment Corp I,,0002044523,False,True,False,6
OST,"Ostin Technology Group Co., Ltd.",,0001803407,False,True,False,6
OYSE,Oyster Enterprises II Acquisition Corp,,0002042182,False,True,False,6
PACH,Pioneer Acquisition I Corp,,0002040381,False,True,False,6
PERI,Perion Network Ltd,,0001338940,False,True,False,6
PETZ,"TDH Holdings, Inc.",,0001684425,False,True,False,6
PGAC,Pantages Capital Acquisition Corporation,,0002030829,False,True,False,6
PLMK,Plum Acquisition Corp. IV,,0002030482,False,True,False,6
POLE,Andretti Acquisition Corp. II,,0002025341,False,True,False,6
PSHG,Performance Shipping Inc.,,0001481241,False,True,False,6
PXS,Pyxis Tankers Inc.,,0001640043,False,True,False,6
PYPD,PolyPid Ltd.,,0001611842,False,True,False,6
